epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,15.3187,1.92937,1.39824,0.60864,1.60238,1.4429,0.0098,1,0.02886,0.00945,0.31559,0.5,0.3725,0.16325,3.17113,1.77941,0.70909,3.41246,3.11896,0.00037625,0.00037625,0.00037625
27,15.8551,2.4233,0.99931,0.63033,3.24417,1.85149,0.20056,0.5,0.1667,0.05335,0.89014,1,0.995,0.4352,3.04509,1.8312,0.70636,3.2495,2.81122,0.000386152,0.000386152,0.000386152
28,16.3359,0,0,0,2.96779,0,0.20056,0.5,0.1667,0.05335,0.89014,1,0.995,0.4352,3.04509,1.8312,0.70636,3.2495,2.81122,0.000395658,0.000395658,0.000395658
29,16.8966,2.32427,1.51017,0.56487,1.96574,2.03484,0.19607,0.5,0.25002,0.07576,0.41468,1,0.995,0.43153,2.77577,1.79668,0.7038,3.23625,2.80632,0.000404768,0.000404768,0.000404768
30,17.4055,1.07886,0.88394,0.81696,1.32953,1.30813,0.19607,0.5,0.25002,0.07576,0.41468,1,0.995,0.43153,2.77577,1.79668,0.7038,3.23625,2.80632,0.000413482,0.000413482,0.000413482
31,17.9432,1.64132,0.78632,0.76895,1.61761,1.55688,0.09366,0.5,0.11462,0.04791,1,0.81474,0.995,0.47226,2.82186,1.89286,0.69933,2.86102,2.90313,0.0004218,0.0004218,0.0004218
32,18.5167,1.82161,0.6754,0.60005,1.11048,1.77501,0.09366,0.5,0.11462,0.04791,1,0.81474,0.995,0.47226,2.82186,1.89286,0.69933,2.86102,2.90313,0.000429722,0.000429722,0.000429722
33,19.0451,0.93187,0.92061,0.74119,1.11048,1.11977,0.08302,0.5,0.08604,0.05162,0.63825,0.91475,0.82833,0.45044,2.80792,1.88984,0.69113,3.00039,2.90685,0.000437248,0.000437248,0.000437248
34,19.5546,1.50607,0.288,0.51934,1.26335,1.87728,0.08302,0.5,0.08604,0.05162,0.63825,0.91475,0.82833,0.45044,2.80792,1.88984,0.69113,3.00039,2.90685,0.000444378,0.000444378,0.000444378
35,20.11,2.77696,0.6189,0.81995,3.03275,2.75046,0.1957,0.5,0.1694,0.10164,1,0.95871,0.995,0.55363,2.16017,1.8927,0.68195,2.68919,2.35146,0.000451112,0.000451112,0.000451112
36,20.6493,1.3129,0.62958,0.53654,3.12403,1.35096,0.1957,0.5,0.1694,0.10164,1,0.95871,0.995,0.55363,2.16017,1.8927,0.68195,2.68919,2.35146,0.00045745,0.00045745,0.00045745
37,21.3732,1.98539,0.72158,0.5869,3.40559,2.19331,0.04651,1,0.11583,0.07622,0.94861,1,0.995,0.52009,2.06647,1.77432,0.69044,2.73279,2.45065,0.000463392,0.000463392,0.000463392
38,21.8807,1.26173,0.66901,0.66801,1.05667,1.58383,0.04651,1,0.11583,0.07622,0.94861,1,0.995,0.52009,2.06647,1.77432,0.69044,2.73279,2.45065,0.000468938,0.000468938,0.000468938
39,22.4015,1.27516,0.66516,0.54322,0.95675,1.08969,0.06061,1,0.07829,0.04504,0.65931,1,0.995,0.52806,2.82627,1.6972,0.72378,3.23535,3.58282,0.000474088,0.000474088,0.000474088
40,22.9026,1.48048,1,0.62439,1.00562,1.41924,0.06061,1,0.07829,0.04504,0.65931,1,0.995,0.52806,2.82627,1.6972,0.72378,3.23535,3.58282,0.000478842,0.000478842,0.000478842
41,23.4233,0,0,0,2.01249,0,0.06061,1,0.07829,0.04504,0.65931,1,0.995,0.52806,3.99595,1.55528,0.71375,2.7079,6.22427,0.0004832,0.0004832,0.0004832
42,23.9126,1.24809,0.79373,0.72703,1.0831,1.40312,0.06061,1,0.07829,0.04504,0.65931,1,0.995,0.52806,3.99595,1.55528,0.71375,2.7079,6.22427,0.000487162,0.000487162,0.000487162
43,24.4259,1.61712,0.64197,0.60211,1.22104,1.72655,0.06061,1,0.07829,0.04504,0.65931,1,0.995,0.52806,4.28083,1.52822,0.7149,2.52831,6.29686,0.000490728,0.000490728,0.000490728
44,24.9779,0.91602,0.46311,0.69495,0.62566,1.40891,0.06061,1,0.07829,0.04504,0.65931,1,0.995,0.52806,4.28083,1.52822,0.7149,2.52831,6.29686,0.000493898,0.000493898,0.000493898
45,25.5215,1.27342,0.3841,0.46803,0.78978,1.53296,0.06061,1,0.07829,0.04504,0.65931,1,0.995,0.52806,4.73002,1.51532,0.73424,3.37661,6.55084,0.000496672,0.000496672,0.000496672
46,26.0379,1.61259,0.8632,0.66853,4.34048,1.9272,0.06061,1,0.07829,0.04504,0.65931,1,0.995,0.52806,4.73002,1.51532,0.73424,3.37661,6.55084,0.00049905,0.00049905,0.00049905
47,26.6031,1.0084,0.30243,0.44934,0.69094,1.42509,0.06061,1,0.07829,0.04504,0.65931,1,0.995,0.52806,4.80216,1.57846,0.72258,3.92083,6.09467,0.000501032,0.000501032,0.000501032
48,27.1412,0.95238,0.33579,0.57604,0.7468,1.29227,0.06061,1,0.07829,0.04504,0.65931,1,0.995,0.52806,4.80216,1.57846,0.72258,3.92083,6.09467,0.000502618,0.000502618,0.000502618
49,27.7,1.70906,0.69668,0.48093,2.02321,1.55342,0.06061,1,0.07829,0.04504,0.65931,1,0.995,0.52806,5.09639,1.68653,0.70831,3.87552,5.91802,0.000503808,0.000503808,0.000503808
50,28.2024,0.72293,0.30482,0.47287,0.66031,0.98136,0.06061,1,0.07829,0.04504,0.65931,1,0.995,0.52806,5.09639,1.68653,0.70831,3.87552,5.91802,0.000504602,0.000504602,0.000504602
51,28.7712,2.2589,0.72581,0.65318,2.12015,2.163,0.06061,1,0.07829,0.04504,0.65931,1,0.995,0.52806,5.18651,1.75858,0.69274,4.77335,5.36949,0.000505,0.000505,0.000505
52,29.3159,1.01501,0.31296,0.54224,0.84445,1.48703,0.06061,1,0.07829,0.04504,0.65931,1,0.995,0.52806,5.18651,1.75858,0.69274,4.77335,5.36949,0.000505002,0.000505002,0.000505002
53,29.8207,1.35637,0.2633,0.49561,0.68386,1.39007,0.06061,1,0.07829,0.04504,0.65931,1,0.995,0.52806,5.18651,1.75858,0.69274,4.77335,5.36949,0.000504608,0.000504608,0.000504608
54,30.352,1.73779,1.42968,0.5897,2.20521,1.50189,0.06061,1,0.07829,0.04504,0.65931,1,0.995,0.52806,5.14443,1.92385,0.67454,5.25278,5.16166,0.000503818,0.000503818,0.000503818
55,30.8593,2.35682,0.42983,0.70701,1.2372,2.07055,0.06061,1,0.07829,0.04504,0.65931,1,0.995,0.52806,5.14443,1.92385,0.67454,5.25278,5.16166,0.000502632,0.000502632,0.000502632
56,31.363,1.60687,0.95007,0.5285,0.93199,1.59714,0.06061,1,0.07829,0.04504,0.65931,1,0.995,0.52806,5.14443,1.92385,0.67454,5.25278,5.16166,0.00050105,0.00050105,0.00050105
57,31.9263,1.54796,1.82271,0.58764,2.04689,1.43122,0.06061,1,0.07829,0.04504,0.65931,1,0.995,0.52806,5.02441,2.05102,0.67259,5.59355,4.92395,0.000499072,0.000499072,0.000499072
58,32.5421,1.98777,0.44118,0.63116,0.81668,1.62387,0.06061,1,0.07829,0.04504,0.65931,1,0.995,0.52806,5.02441,2.05102,0.67259,5.59355,4.92395,0.000496698,0.000496698,0.000496698
59,33.1048,1.84188,0.59645,0.54112,1.29657,2.25406,0.06061,1,0.07829,0.04504,0.65931,1,0.995,0.52806,5.02441,2.05102,0.67259,5.59355,4.92395,0.000493928,0.000493928,0.000493928
60,33.6914,1.0212,0.61745,0.56423,0.9398,1.19492,0.06061,1,0.07829,0.04504,0.65931,1,0.995,0.52806,5.05125,2.10759,0.6652,5.06069,4.84988,0.000490762,0.000490762,0.000490762
61,34.2349,1.7977,0.47879,0.79256,1.60402,1.5858,0.06061,1,0.07829,0.04504,0.65931,1,0.995,0.52806,5.05125,2.10759,0.6652,5.06069,4.84988,0.0004872,0.0004872,0.0004872
62,34.7412,1.43203,0.17881,1.49122,0.75354,1.6416,0.06061,1,0.07829,0.04504,0.65931,1,0.995,0.52806,5.05125,2.10759,0.6652,5.06069,4.84988,0.000483242,0.000483242,0.000483242
63,35.2808,1.7935,0.5016,0.50517,1.0181,1.45597,0.06061,1,0.07829,0.04504,0.65931,1,0.995,0.52806,5.1034,2.15874,0.65958,4.56889,4.68589,0.000478888,0.000478888,0.000478888
64,35.7934,1.16921,0.47008,0.41597,0.93858,1.40108,0.06061,1,0.07829,0.04504,0.65931,1,0.995,0.52806,5.1034,2.15874,0.65958,4.56889,4.68589,0.000474138,0.000474138,0.000474138
65,36.2971,1.28078,0.46567,0.56091,0.77007,1.46989,0.06061,1,0.07829,0.04504,0.65931,1,0.995,0.52806,5.1034,2.15874,0.65958,4.56889,4.68589,0.000468992,0.000468992,0.000468992
66,36.8254,1.75798,0,1.0184,1.26734,1.76648,0.06061,1,0.07829,0.04504,0.65931,1,0.995,0.52806,5.1114,2.06121,0.66951,4.72745,4.67524,0.00046345,0.00046345,0.00046345
67,37.3322,1.48412,1.22347,0.61663,1.76925,1.43394,0.06061,1,0.07829,0.04504,0.65931,1,0.995,0.52806,5.1114,2.06121,0.66951,4.72745,4.67524,0.000457512,0.000457512,0.000457512
68,37.8308,0.51384,0.54051,0.44538,0.66344,0.96159,0.06061,1,0.07829,0.04504,0.65931,1,0.995,0.52806,5.1114,2.06121,0.66951,4.72745,4.67524,0.000451178,0.000451178,0.000451178
69,38.3572,1.56413,0.19769,0.58136,1.57485,1.39558,0.06061,1,0.07829,0.04504,0.65931,1,0.995,0.52806,5.096,1.99632,0.68201,5.22087,4.61907,0.000444448,0.000444448,0.000444448
70,38.8891,0.80212,0.13793,0.48142,0.68173,0.89391,0.06061,1,0.07829,0.04504,0.65931,1,0.995,0.52806,5.096,1.99632,0.68201,5.22087,4.61907,0.000437322,0.000437322,0.000437322
71,39.5325,0,0,0,1.42978,0,0.06061,1,0.07829,0.04504,0.65931,1,0.995,0.52806,5.096,1.99632,0.68201,5.22087,4.61907,0.0004298,0.0004298,0.0004298
72,40.1554,1.10299,0.22303,0.54533,0.96546,1.69273,0.06061,1,0.07829,0.04504,0.65931,1,0.995,0.52806,5.00079,2.00508,0.69293,6.18521,4.78926,0.000421882,0.000421882,0.000421882
73,40.6974,0.7747,0.50095,0.47924,0.89181,0.93778,0.06061,1,0.07829,0.04504,0.65931,1,0.995,0.52806,5.00079,2.00508,0.69293,6.18521,4.78926,0.000413568,0.000413568,0.000413568
74,41.2763,0.96738,0.32333,0.35486,0.54306,1.09822,0.06061,1,0.07829,0.04504,0.65931,1,0.995,0.52806,5.00079,2.00508,0.69293,6.18521,4.78926,0.000404858,0.000404858,0.000404858
75,41.8511,1.27558,0.99895,0.56332,1.22146,1.14886,0.06061,1,0.07829,0.04504,0.65931,1,0.995,0.52806,4.89526,1.91001,0.72436,6.1658,4.87539,0.000395752,0.000395752,0.000395752
76,42.3468,0.64022,0.45237,0.45813,0.7122,0.8093,0.06061,1,0.07829,0.04504,0.65931,1,0.995,0.52806,4.89526,1.91001,0.72436,6.1658,4.87539,0.00038625,0.00038625,0.00038625
77,42.837,0.67796,0.31946,0.30295,0.7646,0.81308,0.06061,1,0.07829,0.04504,0.65931,1,0.995,0.52806,4.89526,1.91001,0.72436,6.1658,4.87539,0.000376352,0.000376352,0.000376352
78,43.3588,0.87948,0.30229,1.20008,0.48752,1.23469,0.06061,1,0.07829,0.04504,0.65931,1,0.995,0.52806,4.4779,1.69273,0.75256,6.7431,4.60269,0.000366058,0.000366058,0.000366058
79,43.8749,1.10198,0.44147,0.49798,1.14882,0.97276,0.06061,1,0.07829,0.04504,0.65931,1,0.995,0.52806,4.4779,1.69273,0.75256,6.7431,4.60269,0.000355368,0.000355368,0.000355368
80,44.3835,0.95731,0.65241,0.52397,1.13805,1.01089,0.06061,1,0.07829,0.04504,0.65931,1,0.995,0.52806,4.4779,1.69273,0.75256,6.7431,4.60269,0.000344282,0.000344282,0.000344282
81,44.9176,0.58925,0.41316,0.33314,0.7264,0.92027,0.06061,1,0.07829,0.04504,0.65931,1,0.995,0.52806,4.48058,1.62888,0.75026,6.68236,4.45708,0.0003328,0.0003328,0.0003328
82,45.4203,2.11154,2.83297,0.62204,1.37249,1.78345,0.06061,1,0.07829,0.04504,0.65931,1,0.995,0.52806,4.48058,1.62888,0.75026,6.68236,4.45708,0.000320922,0.000320922,0.000320922
83,45.9707,0.62915,0.18599,0.42569,0.53422,0.9454,0.06061,1,0.07829,0.04504,0.65931,1,0.995,0.52806,4.48058,1.62888,0.75026,6.68236,4.45708,0.000308648,0.000308648,0.000308648
84,46.518,0.8602,0.44891,0.46813,0.76933,1.01668,0.06061,1,0.07829,0.04504,0.65931,1,0.995,0.52806,4.39348,1.70806,0.73751,6.4403,4.42835,0.000295978,0.000295978,0.000295978
85,47.0564,0.65685,0.17106,0.46527,0.52797,1.11727,0.06061,1,0.07829,0.04504,0.65931,1,0.995,0.52806,4.39348,1.70806,0.73751,6.4403,4.42835,0.000282912,0.000282912,0.000282912
86,47.5677,1.32759,1.08228,0.55126,1.02329,1.03806,0.06061,1,0.07829,0.04504,0.65931,1,0.995,0.52806,4.39348,1.70806,0.73751,6.4403,4.42835,0.00026945,0.00026945,0.00026945
87,48.126,2.35295,0,1.19252,1.49459,2.26086,0.06061,1,0.07829,0.04504,0.65931,1,0.995,0.52806,4.39348,1.70806,0.73751,6.4403,4.42835,0.000255592,0.000255592,0.000255592
88,48.6985,2.63984,0.15589,0.4551,1.78539,3.2815,0.06061,1,0.07829,0.04504,0.65931,1,0.995,0.52806,4.22589,1.63545,0.71799,6.43897,4.30482,0.000241338,0.000241338,0.000241338
89,49.1674,0,0,0,1.82498,0,0.06061,1,0.07829,0.04504,0.65931,1,0.995,0.52806,4.22589,1.63545,0.71799,6.43897,4.30482,0.000226688,0.000226688,0.000226688
90,49.7243,1.45444,1.88421,0.53353,1.72437,1.30489,0.06061,1,0.07829,0.04504,0.65931,1,0.995,0.52806,4.22589,1.63545,0.71799,6.43897,4.30482,0.000211642,0.000211642,0.000211642
91,50.4914,1.11425,0.31937,1.19359,1.56543,1.68617,0.06061,1,0.07829,0.04504,0.65931,1,0.995,0.52806,4.22589,1.63545,0.71799,6.43897,4.30482,0.0001962,0.0001962,0.0001962
92,51.2073,0.81921,0.1922,0.46622,0.52907,0.73374,0.06061,1,0.07829,0.04504,0.65931,1,0.995,0.52806,4.31805,1.61973,0.66967,4.93236,4.5907,0.000180362,0.000180362,0.000180362
93,51.8078,1.24569,0.50354,0.32187,0.85128,1.60746,0.06061,1,0.07829,0.04504,0.65931,1,0.995,0.52806,4.31805,1.61973,0.66967,4.93236,4.5907,0.000164128,0.000164128,0.000164128
94,52.3677,0.62966,0.32368,0.36006,0.63828,0.85119,0.06061,1,0.07829,0.04504,0.65931,1,0.995,0.52806,4.31805,1.61973,0.66967,4.93236,4.5907,0.000147498,0.000147498,0.000147498
95,52.9232,1.00908,0.27169,0.50286,0.70916,1.24351,0.06061,1,0.07829,0.04504,0.65931,1,0.995,0.52806,4.31805,1.61973,0.66967,4.93236,4.5907,0.000130472,0.000130472,0.000130472
96,53.6086,0.51164,0.40431,0.32537,0.57936,0.89215,0.06061,1,0.07829,0.04504,0.65931,1,0.995,0.52806,3.82918,1.67201,0.60867,4.41107,3.76879,0.00011305,0.00011305,0.00011305
97,54.3825,1.33956,0.3995,0.45478,0.79303,0.89457,0.06061,1,0.07829,0.04504,0.65931,1,0.995,0.52806,3.82918,1.67201,0.60867,4.41107,3.76879,9.5232e-05,9.5232e-05,9.5232e-05
98,54.974,0.93594,0.17923,0.46636,0.63082,0.93169,0.06061,1,0.07829,0.04504,0.65931,1,0.995,0.52806,3.82918,1.67201,0.60867,4.41107,3.76879,7.7018e-05,7.7018e-05,7.7018e-05
99,55.534,0.633,0.38038,0.3029,0.53502,1.07318,0.06061,1,0.07829,0.04504,0.65931,1,0.995,0.52806,3.82918,1.67201,0.60867,4.41107,3.76879,5.8408e-05,5.8408e-05,5.8408e-05
100,56.1007,0.47837,0.13057,0.49044,0.68622,0.97759,0.06061,1,0.07829,0.04504,0.65931,1,0.995,0.52806,2.95724,1.49982,0.5831,3.93055,2.77036,3.9402e-05,3.9402e-05,3.9402e-05
